tic,datadate,Net_Income,Interest_Expense,Income_Taxes,Depreciation_Amortization,EBITDA,Market_Value,Short_Term_Debt,Long_Term_Debt,Cash,EV
BDX,2006-03-31,154.068,19.805,84.683,97.869,356.42500000000007,15229.8424,305.998,956.539,866.285,15626.094399999998
BDX,2006-06-30,206.373,15.425,69.834,99.177,390.809,14958.022,308.967,953.973,817.913,15403.049
BDX,2006-09-30,173.979,14.056,72.716,106.125,366.87600000000003,17347.2236,427.218,956.971,1106.675,17624.737600000004
BDX,2006-12-31,142.879,12.868,83.657,101.081,340.485,17158.0587,205.866,956.114,643.353,17676.685700000005
BDX,2007-03-31,242.533,11.687,85.797,109.947,449.964,18836.9735,208.454,956.135,580.012,19421.5505
BDX,2007-06-30,244.809,11.597,89.182,112.537,458.125,18132.4805,205.772,953.112,576.478,18714.886500000004
BDX,2007-09-30,259.812,10.268,89.142,117.776,476.99800000000005,20006.8259,207.634,955.713,669.522,20500.650899999997
BDX,2007-12-31,271.548,10.339,95.028,0.0,376.915,20398.2005,208.206,957.627,919.637,20644.3965
BDX,2008-03-31,276.185,8.098,106.418,0.0,390.701,20953.0661,208.248,959.949,761.355,21359.9081
BDX,2008-06-30,297.088,9.018,112.875,0.0,418.981,19802.0784,204.349,954.855,968.402,19992.880399999995
BDX,2008-09-30,282.175,8.888,108.216,0.0,399.279,19509.36,201.312,953.226,1030.419,19633.479
BDX,2008-12-31,312.068,7.824,108.213,0.0,428.105,16393.8353,408.9,747.76,776.783,16773.7123
BDX,2009-03-31,261.289,7.495,89.702,0.0,358.486,16106.2662,405.554,747.67,730.189,16529.301199999998
BDX,2009-06-30,341.026,11.288,86.508,0.0,438.822,17070.9009,405.737,1483.56,1751.96,17208.237900000004
BDX,2009-09-30,317.22,13.782,126.823,0.0,457.825,16536.4695,402.965,1488.46,1945.805,16482.0895
BDX,2009-12-31,316.376,12.987,119.025,123.751,572.139,18587.2231,205.441,1487.844,1458.413,18822.0951
BDX,2010-03-31,297.631,12.913,125.517,125.261,561.322,18370.1496,200.573,1490.262,1258.102,18802.8826
BDX,2010-06-30,306.908,13.085,119.213,129.557,568.763,15697.7125,202.221,1493.4,1445.236,15948.0975
BDX,2010-09-30,396.695,12.278,121.065,123.544,653.582,17029.3656,202.758,1495.357,1744.195,16983.285600000003
BDX,2010-12-31,315.937,15.553,85.291,0.0,416.781,18688.6398,235.295,2485.019,2247.162,19161.7918
BDX,2011-03-31,312.019,23.921,109.256,0.0,445.196,17417.0342,241.431,2484.168,1858.42,18284.2132
BDX,2011-06-30,343.059,22.211,113.63,0.0,478.90000000000003,18737.408,239.784,2484.953,1921.326,19540.819
BDX,2011-09-30,299.979,22.334,108.827,0.0,431.14,15750.4558,234.932,2484.665,1563.313,16906.739800000003
BDX,2011-12-31,262.985,29.378,73.898,132.926,499.18699999999995,15698.8962,203.894,3972.194,2693.691,17181.2932
BDX,2012-03-31,291.034,35.14,94.4,127.793,548.367,15739.655,206.33,3964.143,2112.059,17798.069
BDX,2012-06-30,326.865,34.849,106.962,122.84,591.516,14916.7363,410.737,3760.642,2188.454,16899.661299999996
BDX,2012-09-30,289.043,35.291,87.62,127.379,539.333,15469.3282,405.142,3761.112,2180.731,17454.8512
BDX,2012-12-31,625.436,35.029,95.447,128.833,884.745,15165.8106,408.243,3761.592,2512.112,16823.5336
BDX,2013-03-31,275.637,34.732,84.35,136.644,531.363,18572.3381,407.436,3762.077,2420.705,20321.146100000005
BDX,2013-06-30,301.55,34.573,87.185,138.204,561.512,19193.972,207.432,3762.567,2299.204,20864.767
BDX,2013-09-30,90.377,33.666,-30.982,142.319,235.38,19403.78,207.0,3763.0,2608.0,20765.78
BDX,2013-12-31,271.0,34.0,88.0,142.0,535.0,21326.8903,205.0,3764.0,2513.0,22782.8903
BDX,2014-03-31,287.0,33.0,76.0,130.0,526.0,22620.3243,202.0,3764.0,2626.0,23960.3243
BDX,2014-06-30,326.0,32.0,97.0,141.0,596.0,22694.1988,205.0,3768.0,2639.0,24028.1988
BDX,2014-09-30,301.0,36.0,76.0,149.0,562.0,21839.2285,203.0,3767.0,2745.0,23064.2285
BDX,2014-12-31,236.0,32.0,49.0,139.0,456.0,26849.3912,202.0,9939.0,8784.0,28206.3912
BDX,2015-03-31,216.0,33.0,9.0,138.0,396.0,30065.7357,1710.0,12128.0,1952.0,41951.735700000005
BDX,2015-06-30,62.0,100.0,-23.0,299.0,438.0,29782.4791,1804.0,11366.0,1588.0,41364.4791
BDX,2015-09-30,181.0,99.0,9.0,315.0,604.0,27950.9314,1452.0,11370.0,1444.0,39328.9314
BDX,2015-12-31,229.0,97.0,37.0,289.0,652.0,32638.8815,1951.0,10858.0,1593.0,43854.8815
BDX,2016-03-31,338.0,99.0,38.0,280.0,755.0,32216.5076,1651.0,10863.0,1712.0,43018.5076
BDX,2016-06-30,391.0,97.0,32.0,272.0,792.0,36110.1203,1351.0,10560.0,1701.0,46320.1203
BDX,2016-09-30,18.0,95.0,-10.0,273.0,376.0,38334.7914,1001.0,10550.0,1568.0,48317.7914
BDX,2016-12-31,562.0,95.0,130.0,262.0,1049.0,35233.1788,1974.0,9044.0,937.0,45314.1788
BDX,2017-03-31,343.0,86.0,19.0,261.0,709.0,39128.6692,1224.0,9082.0,556.0,48878.6692
BDX,2017-06-30,-132.0,183.0,-272.0,279.0,58.0,44400.2072,453.0,18563.0,13868.0,49548.2072
BDX,2017-09-30,327.0,157.0,-1.0,286.0,769.0,44665.2349,203.0,18667.0,14199.0,49336.2349
