tic,datadate,Net_Income,Interest_Expense,Income_Taxes,Depreciation_Amortization,EBITDA,Market_Value,Short_Term_Debt,Long_Term_Debt,Cash,EV
BAX,2006-03-31,282.0,27.0,72.0,139.0,520.0,25501.857,129.0,2276.0,881.0,27025.857
BAX,2006-06-30,309.0,18.0,89.0,146.0,562.0,23981.8196,115.0,2244.0,1061.0,25279.8196
BAX,2006-09-30,374.0,25.0,105.0,146.0,650.0,29752.0698,128.0,2680.0,2067.0,30493.0698
BAX,2006-12-31,432.0,31.0,82.0,144.0,689.0,30175.7208,234.0,2567.0,2485.0,30491.720799999996
BAX,2007-03-31,403.0,29.0,126.0,140.0,698.0,34285.9579,596.0,2124.0,2384.0,34621.9579
BAX,2007-06-30,431.0,31.0,77.0,147.0,686.0,36464.8819,666.0,2051.0,2486.0,36695.8819
BAX,2007-09-30,395.0,30.0,88.0,141.0,654.0,35671.671,546.0,2024.0,1818.0,36423.671
BAX,2007-12-31,478.0,34.0,116.0,153.0,781.0,36782.6859,425.0,2664.0,2539.0,37332.6859
BAX,2008-03-31,429.0,37.0,105.0,156.0,727.0,36291.4747,141.0,2731.0,1736.0,37427.4747
BAX,2008-06-30,544.0,39.0,128.0,160.0,871.0,39942.8065,62.0,3172.0,2147.0,41029.8065
BAX,2008-09-30,472.0,37.0,86.0,165.0,760.0,40876.2673,235.0,3185.0,2191.0,42105.2673
BAX,2008-12-31,569.0,35.0,118.0,150.0,872.0,33011.0649,394.0,3362.0,2131.0,34636.0649
BAX,2009-03-31,516.0,31.0,119.0,148.0,814.0,31126.1379,235.0,3675.0,1703.0,33333.1379
BAX,2009-06-30,587.0,29.0,135.0,154.0,905.0,31946.3194,239.0,3593.0,1802.0,33976.3194
BAX,2009-09-30,530.0,27.0,126.0,164.0,847.0,34394.076,33.0,4136.0,2571.0,35992.076
BAX,2009-12-31,572.0,30.0,139.0,172.0,913.0,35265.037,711.0,3440.0,2786.0,36630.037
BAX,2010-03-31,-63.0,28.0,172.0,166.0,303.0,34797.3726,697.0,4056.0,2673.0,36877.3726
BAX,2010-06-30,535.0,30.0,133.0,169.0,867.0,23745.0986,695.0,4119.0,2300.0,26259.0986
BAX,2010-09-30,525.0,30.0,117.0,171.0,843.0,27747.6589,523.0,4360.0,2788.0,29842.6589
BAX,2010-12-31,423.0,27.0,41.0,179.0,670.0,29396.7045,24.0,4363.0,2685.0,31098.7045
BAX,2011-03-31,570.0,22.0,154.0,158.0,904.0,30723.3177,23.0,4351.0,2168.0,32929.3177
